employee_id,birth_date,Age,Hire_Year,Attrition,BusinessTravel,Department,Education,EducationField,Gender,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,OverTime,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,city,university,rupiah_monthly_income,vaccinations,childern,MartialStatus,Survey Year
1042,7/2/1986,36,2005,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,1,Laboratory Technician,1,No,3,3,3,17,Tangerang Selatan,Universitas Negeri Malang,5488800,One,1,Married,2022
1043,11/22/1983,39,2001,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,4,3,Manufacturing Director,1,Yes,3,3,3,21,Depok,Universitas Diponegoro,18508000,Two,0,Singgle,2022
1044,3/26/1989,33,2020,No,Non-Travel,Sales,Undergraduate,Life Sciences,Female,2,1,Sales Representative,4,No,3,4,2,2,Jakarta Pusat,Universitas Indonesia,4847200,One,0,Singgle,2022
1045,6/25/1977,45,2013,No,Travel_Rarely,Sales,Diploma,Life Sciences,Female,4,4,Manager,4,No,3,2,4,9,Bekasi,Universitas Indonesia,29340000,Booster,0,Singgle,2022
1046,2/15/1990,32,2014,No,Non-Travel,Research & Development,Master,Medical,Female,4,1,Laboratory Technician,3,No,3,2,3,8,Jakarta Selatan,Institut Pertanian Bogor,7540000,One,2,Divorced,2022
1047,6/6/1988,34,2007,No,Travel_Rarely,Sales,Master,Marketing,Male,2,2,Sales Executive,4,No,3,4,2,15,Jakarta Utara,Universitas Diponegoro,16660000,One,0,Singgle,2022
1048,6/18/1963,59,2016,No,Travel_Rarely,Sales,Diploma,Technical Degree,Male,2,3,Manager,4,Yes,3,3,1,6,Jakarta Utara,Universitas Pendidikan Indonesia,20146400,One,0,Singgle,2022
1049,10/8/1977,45,2016,No,Travel_Rarely,Human Resources,Master,Medical,Male,2,1,Human Resources,2,No,3,1,3,6,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,4583200,Two,0,Singgle,2022
1050,7/20/1969,53,2007,No,Travel_Frequently,Sales,Undergraduate,Marketing,Female,3,3,Sales Executive,2,No,3,1,3,15,Jakarta Pusat,Institut Teknologi Bandung,13140000,One,1,Divorced,2022
1052,5/20/1986,36,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Other,Male,1,2,Laboratory Technician,3,No,3,2,2,1,Bogor,Universitas Negeri Malang,8834400,One,0,Singgle,2022
1053,10/26/1996,26,2019,Yes,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,1,1,Research Scientist,1,Yes,3,2,3,3,Jakarta Pusat,Institut Pertanian Bogor,4367200,Booster,1,Married,2022
1055,1/30/1988,34,2021,No,Travel_Rarely,Sales,Master,Life Sciences,Female,3,1,Sales Representative,3,Yes,3,4,3,1,Depok,Institut Pertanian Bogor,4652000,One,0,Singgle,2022
1056,6/29/1994,28,2021,No,Travel_Rarely,Sales,Undergraduate,Medical,Male,4,1,Sales Representative,2,No,4,2,3,1,Depok,Institut Teknologi Sepuluh Nopember,2783200,Two,0,Married,2022
1060,6/27/1984,38,2020,No,Travel_Frequently,Research & Development,Master,Other,Male,3,1,Research Scientist,3,No,3,1,3,2,Bekasi,Universitas Indonesia,5613600,One,0,Singgle,2022
1061,6/8/1972,50,2014,No,Travel_Rarely,Research & Development,Master,Medical,Male,2,5,Research Director,3,Yes,3,4,2,8,Tangerang Selatan,Universitas Negeri Malang,31879200,Two,1,Married,2022
1062,5/26/1985,37,2018,No,Travel_Rarely,Research & Development,Undergraduate,Other,Female,4,2,Healthcare Representative,2,No,3,1,2,4,Jakarta Pusat,Universitas Diponegoro,7671200,Booster,0,Singgle,2022
1066,8/13/1982,40,2015,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,3,2,Sales Executive,1,No,3,2,2,7,Tangerang,Universitas Brawijaya,14533600,One,2,Married,2022
1068,2/28/1996,26,2017,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,1,1,Research Scientist,3,No,3,3,3,5,Tangerang Selatan,Institut Teknologi Sepuluh Nopember,4311200,One,0,Singgle,2022
1069,6/30/1976,46,2020,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,5,Research Director,4,No,3,4,3,2,Bogor,Universitas Padjadjaran,32503200,Two,2,Married,2022
1070,7/10/1968,54,2013,No,Travel_Rarely,Sales,Master,Life Sciences,Female,3,3,Sales Executive,3,No,3,2,3,9,Jakarta Utara,Universitas Sebelas Maret,18197600,Two,2,Married,2022
1071,6/30/1966,56,2017,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,1,1,Research Scientist,3,No,3,2,3,5,Jakarta Selatan,Universitas Gadjah Mada,5807200,One,0,Singgle,2022
1073,1/13/1986,36,2008,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,4,3,Manufacturing Director,4,No,3,2,2,14,Bekasi,Universitas Pendidikan Indonesia,15272800,Booster,1,Married,2022
1074,2/14/1967,55,2013,No,Non-Travel,Research & Development,Undergraduate,Medical,Male,3,4,Manager,1,No,3,2,4,9,Jakarta Selatan,Universitas Brawijaya,27909600,Booster,0,Singgle,2022
1076,7/10/1979,43,2021,No,Travel_Rarely,Sales,Undergraduate,Medical,Male,3,3,Sales Executive,4,No,3,3,3,1,Bogor,Institut Pertanian Bogor,18376800,One,0,Singgle,2022
1077,10/15/2002,20,2020,Yes,Travel_Frequently,Sales,Undergraduate,Marketing,Female,4,1,Sales Representative,4,Yes,3,2,3,2,Tangerang,Universitas Negeri Malang,4816800,Booster,0,Singgle,2022
1079,11/8/2001,21,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,1,Laboratory Technician,1,No,3,1,2,1,Jakarta Timur,Universitas Indonesia,3365600,Booster,0,Singgle,2022
1080,7/13/1976,46,2006,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,4,2,Research Scientist,1,Yes,4,1,3,16,Jakarta Utara,Institut Teknologi Bandung,8484000,One,0,Singgle,2022
1081,6/28/1971,51,2012,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,1,Research Scientist,3,Yes,3,3,4,10,Tangerang Selatan,Universitas Indonesia,5037600,Booster,3,Married,2022
1082,1/13/1994,28,2012,Yes,Non-Travel,Research & Development,Diploma,Technical Degree,Male,2,3,Healthcare Representative,1,No,3,1,2,10,Depok,Universitas Bina Nusantara,15055200,Booster,1,Married,2022
1083,3/11/1996,26,2017,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,1,1,Laboratory Technician,1,No,3,1,3,5,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,7428000,One,0,Singgle,2022
1084,6/14/1992,30,2016,No,Travel_Rarely,Research & Development,Undergraduate,Other,Male,3,2,Manufacturing Director,1,No,3,3,2,6,Tangerang Selatan,Universitas Diponegoro,17031200,One,0,Singgle,2022
1085,1/14/1981,41,2012,No,Travel_Rarely,Research & Development,Diploma,Technical Degree,Female,2,1,Research Scientist,3,No,3,3,3,10,Depok,Institut Pertanian Bogor,6501600,One,0,Singgle,2022
1088,10/24/1984,38,2003,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,3,Healthcare Representative,3,No,3,1,2,19,Bogor,Institut Teknologi Sepuluh Nopember,15216800,One,0,Singgle,2022
1092,10/29/1982,40,2011,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,1,3,Healthcare Representative,4,No,4,4,3,11,Jakarta Barat,Universitas Diponegoro,17615200,Two,0,Singgle,2022
1094,3/13/1995,27,2019,No,Non-Travel,Research & Development,Doctor,Life Sciences,Male,1,1,Laboratory Technician,3,No,3,4,3,3,Jakarta Barat,Universitas Gadjah Mada,8493600,Booster,0,Singgle,2022
1096,12/9/1967,55,2019,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,3,Manufacturing Director,2,No,3,2,3,3,Jakarta Selatan,Universitas Pendidikan Indonesia,18661600,Booster,0,Singgle,2022
1097,3/4/1994,28,2014,No,Travel_Rarely,Research & Development,Undergraduate,Other,Female,3,2,Research Scientist,3,No,3,4,4,8,Jakarta Utara,Institut Pertanian Bogor,6956000,One,0,Singgle,2022
1098,7/8/1978,44,2002,Yes,Travel_Rarely,Human Resources,Diploma,Medical,Male,2,3,Human Resources,1,No,3,4,3,20,Depok,Universitas Padjadjaran,17871200,Booster,0,Singgle,2022
1099,7/8/1989,33,2019,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,4,3,Healthcare Representative,4,No,3,3,3,3,Jakarta Pusat,Universitas Diponegoro,12490400,One,0,Singgle,2022
1100,8/8/1987,35,2014,Yes,Travel_Rarely,Sales,Undergraduate,Technical Degree,Male,4,3,Sales Executive,1,Yes,4,1,3,8,Jakarta Barat,Universitas Negeri Semarang,16431200,One,1,Divorced,2022
1101,1/11/1989,33,2009,Yes,Travel_Frequently,Research & Development,Master,Medical,Female,1,2,Research Scientist,3,No,4,2,3,13,Jakarta Selatan,Institut Teknologi Bandung,8312800,One,2,Married,2022
1102,7/19/1994,28,2018,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,1,1,Laboratory Technician,3,No,3,4,2,4,Jakarta Utara,Universitas Bina Nusantara,4631200,One,4,Divorced,2022
1103,9/4/1988,34,2016,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,1,2,Healthcare Representative,4,No,3,3,2,6,Jakarta Pusat,Universitas Gadjah Mada,13509600,Two,0,Singgle,2022
1105,6/25/1985,37,2021,No,Travel_Rarely,Sales,Master,Life Sciences,Female,4,2,Sales Executive,4,Yes,3,3,3,1,Jakarta Barat,Universitas Negeri Semarang,11810400,One,2,Married,2022
1106,7/9/1997,25,2015,Yes,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,4,1,Laboratory Technician,4,Yes,3,2,4,7,Tangerang Selatan,Universitas Padjadjaran,7005600,One,0,Singgle,2022
1107,5/30/1996,26,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,1,1,Laboratory Technician,3,No,4,3,2,1,Jakarta Barat,Institut Pertanian Bogor,4903200,Booster,3,Married,2022
1108,11/13/1989,33,2020,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,1,1,Research Scientist,2,Yes,4,2,3,2,Jakarta Barat,Universitas Negeri Malang,4800800,Two,1,Married,2022
1109,9/10/1980,42,2000,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,4,4,Manager,1,No,3,4,3,22,Bekasi,Universitas Negeri Malang,29364000,Booster,2,Married,2022
1111,7/21/1994,28,2021,Yes,Travel_Frequently,Research & Development,Undergraduate,Medical,Male,1,1,Laboratory Technician,2,No,3,1,3,1,Jakarta Selatan,Universitas Gadjah Mada,5253600,Two,4,Divorced,2022
1113,7/13/1972,50,2022,Yes,Travel_Frequently,Sales,Master,Other,Male,4,2,Sales Executive,3,Yes,3,4,3,0,Tangerang,Universitas Diponegoro,8664800,One,2,Married,2022
1114,10/6/1989,33,2019,No,Travel_Frequently,Sales,Undergraduate,Life Sciences,Female,4,2,Sales Executive,2,No,3,3,3,3,Jakarta Utara,Universitas Gadjah Mada,7983200,Two,0,Singgle,2022
1115,2/8/1988,34,2022,No,Non-Travel,Research & Development,Master,Life Sciences,Male,3,1,Research Scientist,4,No,3,4,3,0,Jakarta Selatan,Institut Pertanian Bogor,5866400,Two,0,Singgle,2022
1116,6/10/1974,48,2017,No,Non-Travel,Research & Development,Master,Medical,Male,1,4,Manager,4,No,4,3,2,5,Depok,Institut Pertanian Bogor,28116000,One,1,Married,2022
1117,6/26/1977,45,2007,No,Non-Travel,Sales,Master,Life Sciences,Female,2,2,Sales Executive,3,No,3,4,3,15,Bogor,Institut Teknologi Bandung,10048800,Booster,0,Singgle,2022
1118,7/19/1970,52,2014,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,2,3,Healthcare Representative,2,No,3,4,3,8,Jakarta Barat,Universitas Bina Nusantara,17812000,One,1,Divorced,2022
1119,10/28/1984,38,2014,No,Travel_Rarely,Sales,Master,Marketing,Male,3,3,Sales Executive,3,Yes,3,2,3,8,Tangerang Selatan,Universitas Gadjah Mada,15084000,One,2,Married,2022
1120,3/28/1993,29,2015,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,1,Research Scientist,4,No,4,1,3,7,Jakarta Pusat,Universitas Gadjah Mada,5122400,One,1,Married,2022
1121,5/13/1994,28,2013,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,3,Manufacturing Director,2,No,3,2,2,9,Tangerang Selatan,Universitas Indonesia,13348000,One,4,Married,2022
1124,6/3/1976,46,2010,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,1,4,Manager,3,No,3,4,3,12,Jakarta Timur,Universitas Gadjah Mada,29044000,One,0,Singgle,2022
1125,9/8/1984,38,2021,No,Travel_Rarely,Sales,Diploma,Marketing,Male,4,3,Sales Executive,2,No,3,3,3,1,Jakarta Selatan,Institut Pertanian Bogor,12861600,One,0,Singgle,2022
1126,11/13/1979,43,2014,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Female,3,3,Manufacturing Director,1,No,3,3,3,8,Depok,Universitas Padjadjaran,18412000,One,3,Married,2022
1127,5/14/1983,39,2004,Yes,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,1,4,Healthcare Representative,4,No,3,4,3,18,Bogor,Universitas Gadjah Mada,20570400,One,0,Singgle,2022
1128,10/7/1982,40,2002,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,5,Research Director,3,No,3,1,4,20,Tangerang,Universitas Brawijaya,32501600,Booster,0,Singgle,2022
1131,12/4/2001,21,2020,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Female,4,1,Research Scientist,2,Yes,3,3,4,2,Jakarta Timur,Universitas Negeri Malang,4412000,Booster,0,Singgle,2022
1132,11/9/1983,39,2017,No,Non-Travel,Research & Development,Undergraduate,Life Sciences,Male,3,2,Laboratory Technician,2,No,3,3,2,5,Tangerang Selatan,Universitas Negeri Semarang,11951200,Booster,0,Singgle,2022
1133,9/8/1986,36,2011,No,Non-Travel,Research & Development,Master,Life Sciences,Male,1,2,Manufacturing Director,4,No,4,1,3,11,Tangerang Selatan,Institut Teknologi Bandung,13546400,One,1,Married,2022
1135,5/22/1991,31,2020,No,Travel_Frequently,Sales,Undergraduate,Life Sciences,Male,3,1,Sales Representative,4,No,3,1,3,2,Jakarta Utara,Universitas Indonesia,5565600,One,0,Singgle,2022
1136,7/26/1994,28,2017,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,1,1,Research Scientist,2,No,3,1,1,5,Bogor,Others,6221600,Two,4,Married,2022
1137,11/13/1987,35,2017,No,Travel_Frequently,Sales,Diploma,Marketing,Male,4,2,Sales Executive,4,No,3,4,3,5,Tangerang Selatan,Institut Teknologi Sepuluh Nopember,9048800,Booster,0,Singgle,2022
1138,11/5/1973,49,2013,No,Travel_Rarely,Sales,Master,Technical Degree,Male,4,4,Sales Executive,2,No,3,2,3,9,Jakarta Pusat,Universitas Padjadjaran,22092000,Booster,1,Married,2022
1140,3/8/1988,34,2019,No,Travel_Frequently,Research & Development,Diploma,Life Sciences,Male,4,2,Manufacturing Director,3,No,3,4,2,3,Jakarta Timur,Universitas Indonesia,7552800,Two,1,Married,2022
1143,7/10/1993,29,2015,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Female,4,1,Research Scientist,2,No,3,4,2,7,Tangerang,Universitas Sebelas Maret,6365600,Two,0,Singgle,2022
1148,9/10/1980,42,2021,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,2,Laboratory Technician,4,No,3,1,3,1,Jakarta Pusat,Universitas Negeri Malang,7935200,Booster,0,Singgle,2022
1150,6/13/1993,29,2012,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,2,Manufacturing Director,4,Yes,3,3,2,10,Depok,Institut Pertanian Bogor,9189600,Booster,0,Singgle,2022
1152,1/26/1984,38,2015,No,Travel_Rarely,Human Resources,Undergraduate,Human Resources,Male,3,1,Human Resources,3,No,3,4,4,7,Jakarta Pusat,Universitas Indonesia,5650400,One,0,Singgle,2022
1154,7/25/1994,28,2019,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,3,1,Research Scientist,3,Yes,3,4,3,3,Depok,Universitas Gadjah Mada,5424800,Two,0,Singgle,2022
1156,12/8/2004,18,2022,Yes,Non-Travel,Research & Development,Undergraduate,Medical,Male,3,1,Laboratory Technician,3,No,3,4,3,0,Jakarta Timur,Universitas Indonesia,4146400,One,1,Married,2022
1157,10/29/1989,33,2017,Yes,Travel_Rarely,Sales,Master,Marketing,Female,1,2,Sales Executive,1,Yes,3,1,3,5,Jakarta Utara,Universitas Padjadjaran,14258400,Two,0,Singgle,2022
1158,10/13/1981,41,2021,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,2,1,Laboratory Technician,4,Yes,3,1,3,1,Depok,Universitas Brawijaya,8725600,One,0,Singgle,2022
1160,9/13/1991,31,2020,Yes,Travel_Frequently,Research & Development,Undergraduate,Medical,Male,3,1,Laboratory Technician,3,No,3,3,2,2,Tangerang Selatan,Universitas Pendidikan Indonesia,5276000,One,0,Singgle,2022
1161,8/22/1985,37,2016,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,3,2,Healthcare Representative,4,No,3,3,3,6,Bogor,Universitas Indonesia,10269600,Two,0,Singgle,2022
1162,10/12/1995,27,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,4,1,Research Scientist,3,No,3,3,3,4,Jakarta Selatan,Universitas Gadjah Mada,5162400,One,1,Married,2022
1163,9/7/1988,34,2016,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,2,2,Sales Executive,3,No,4,1,2,6,Tangerang Selatan,Institut Teknologi Bandung,10242400,Two,0,Singgle,2022
1164,11/10/1987,35,2017,No,Travel_Rarely,Human Resources,Master,Technical Degree,Male,3,1,Human Resources,3,No,3,2,1,5,Tangerang,Universitas Pendidikan Indonesia,8016800,Booster,0,Divorced,2022
1165,10/29/1993,29,2011,Yes,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,4,3,Sales Executive,1,No,3,1,1,11,Jakarta Utara,Universitas Gadjah Mada,12837600,One,0,Singgle,2022
1166,2/8/1982,40,2004,No,Travel_Frequently,Research & Development,Master,Medical,Female,2,3,Research Director,3,No,3,3,2,18,Depok,Universitas Airlangga,22698400,One,0,Singgle,2022
1167,7/6/1980,42,2001,Yes,Travel_Frequently,Sales,Undergraduate,Life Sciences,Male,3,4,Sales Executive,1,Yes,3,2,2,21,Bekasi,Universitas Gadjah Mada,23112800,Booster,0,Singgle,2022
1171,2/13/1980,42,2016,No,Travel_Rarely,Sales,Master,Marketing,Male,2,2,Sales Executive,1,No,3,4,4,6,Jakarta Utara,Universitas Indonesia,9348000,One,0,Singgle,2022
1172,6/15/1987,35,2014,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,1,Laboratory Technician,3,No,3,2,3,8,Bekasi,Others,4712800,One,0,Singgle,2022
1173,7/6/1998,24,2018,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,1,Laboratory Technician,2,No,4,4,3,4,Jakarta Pusat,Universitas Negeri Semarang,6855200,Two,2,Married,2022
1175,10/24/1994,28,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,1,Laboratory Technician,4,Yes,3,4,2,1,Bogor,Institut Pertanian Bogor,5124000,Booster,0,Singgle,2022
1177,7/14/1996,26,2014,No,Travel_Rarely,Research & Development,Master,Medical,Male,1,1,Laboratory Technician,4,No,4,2,3,8,Jakarta Selatan,Universitas Negeri Semarang,8172000,One,0,Singgle,2022
1179,10/11/1992,30,2012,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,3,2,Sales Executive,3,No,3,1,3,10,Tangerang Selatan,Universitas Diponegoro,11624800,One,2,Married,2022
1180,12/8/1982,40,2021,No,Travel_Frequently,Research & Development,Diploma,Medical,Female,3,2,Research Scientist,4,Yes,3,4,1,1,Jakarta Selatan,Universitas Airlangga,8175200,Two,0,Married,2022
1182,7/17/1987,35,2015,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,3,Manufacturing Director,2,No,3,2,4,7,Bogor,Universitas Padjadjaran,17538400,Two,1,Married,2022
1184,10/25/1988,34,2009,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Male,4,2,Healthcare Representative,1,No,4,3,3,13,Depok,Universitas Negeri Malang,9648800,One,1,Married,2022
1185,6/19/1987,35,2020,No,Travel_Frequently,Research & Development,Master,Other,Male,4,1,Laboratory Technician,4,No,3,2,4,2,Jakarta Timur,Universitas Sebelas Maret,4901600,One,0,Singgle,2022
1188,9/17/1979,43,2018,Yes,Travel_Rarely,Sales,Undergraduate,Marketing,Female,1,2,Sales Executive,3,No,3,2,2,4,Bogor,Universitas Bina Nusantara,9653600,One,1,Married,2022
1190,8/16/1990,32,2021,No,Non-Travel,Sales,Undergraduate,Life Sciences,Female,3,1,Sales Representative,1,No,3,3,3,1,Tangerang,Universitas Indonesia,5623200,One,0,Singgle,2022
1191,9/10/1966,56,2017,No,Travel_Rarely,Research & Development,Master,Technical Degree,Female,4,5,Manager,1,No,3,4,3,5,Jakarta Utara,Universitas Gadjah Mada,33008800,Two,0,Singgle,2022
1192,9/13/1993,29,2012,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,1,Laboratory Technician,4,No,3,1,3,10,Bekasi,Universitas Padjadjaran,6109600,One,1,Divorced,2022
1193,6/10/2003,19,2021,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,3,1,Research Scientist,1,No,4,3,3,1,Jakarta Utara,Universitas Indonesia,5183200,Booster,0,Singgle,2022
1195,3/15/1977,45,2019,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,1,1,Research Scientist,3,Yes,3,3,2,3,Bogor,Institut Teknologi Bandung,8263200,Two,3,Married,2022
1196,3/5/1985,37,2008,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,4,2,Manufacturing Director,4,No,3,2,2,14,Jakarta Timur,Universitas Negeri Malang,11458400,Booster,1,Divorced,2022
1198,5/13/2002,20,2020,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,1,1,Laboratory Technician,3,No,3,1,2,2,Jakarta Utara,Universitas Gadjah Mada,5952800,Two,0,Singgle,2022
1200,7/22/1978,44,2016,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,1,Research Scientist,3,Yes,3,3,3,6,Jakarta Selatan,Universitas Gadjah Mada,5797600,Two,1,Married,2022
1201,9/13/1969,53,2015,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,4,5,Manager,3,No,3,2,3,7,Jakarta Selatan,Universitas Diponegoro,30869600,One,0,Singgle,2022
1202,6/8/1993,29,2017,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,2,1,Research Scientist,4,Yes,3,1,2,5,Tangerang,Institut Teknologi Bandung,4568800,One,0,Singgle,2022
1203,9/13/2000,22,2022,Yes,Travel_Frequently,Research & Development,Master,Life Sciences,Male,3,1,Research Scientist,4,Yes,3,2,3,0,Jakarta Timur,Universitas Indonesia,5664800,One,1,Divorced,2022
1204,3/13/1976,46,1996,No,Travel_Rarely,Sales,Undergraduate,Marketing,Female,3,4,Manager,1,No,4,1,3,26,Jakarta Selatan,Universitas Padjadjaran,28376800,Booster,1,Divorced,2022
1206,12/4/1978,44,2022,No,Non-Travel,Research & Development,Undergraduate,Life Sciences,Male,4,1,Research Scientist,3,No,3,4,3,0,Tangerang Selatan,Universitas Bina Nusantara,4764000,One,1,Married,2022
1207,9/13/1989,33,2017,No,Travel_Rarely,Human Resources,Undergraduate,Human Resources,Male,2,1,Human Resources,3,No,3,4,3,5,Jakarta Pusat,Universitas Negeri Malang,6860000,One,1,Married,2022
1210,7/27/1981,41,2021,Yes,Non-Travel,Research & Development,Diploma,Life Sciences,Male,1,1,Research Scientist,1,No,3,1,1,1,Jakarta Utara,Institut Pertanian Bogor,4471200,One,0,Singgle,2022
1211,3/12/1992,30,2018,No,Travel_Rarely,Sales,Master,Life Sciences,Male,3,2,Sales Executive,1,No,3,3,3,4,Tangerang Selatan,Universitas Padjadjaran,7684000,One,0,Singgle,2022
1212,7/17/1982,40,2022,No,Travel_Frequently,Sales,Master,Medical,Male,2,2,Sales Executive,2,No,3,4,3,0,Jakarta Utara,Universitas Sebelas Maret,8023200,One,2,Married,2022
1215,10/9/1972,50,2020,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,4,4,Manager,1,No,4,3,3,2,Tangerang Selatan,Universitas Diponegoro,29669600,One,0,Singgle,2022
1216,10/13/1994,28,2016,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,1,Laboratory Technician,1,No,3,3,3,6,Jakarta Timur,Universitas Brawijaya,6213600,One,0,Singgle,2022
1217,7/25/1976,46,2018,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,4,5,Research Director,2,No,3,1,3,4,Tangerang,Universitas Indonesia,31629600,One,1,Married,2022
1218,10/17/1987,35,2015,No,Travel_Rarely,Sales,Master,Life Sciences,Male,3,2,Sales Executive,1,Yes,3,4,3,7,Tangerang Selatan,Universitas Gadjah Mada,15445600,Booster,0,Singgle,2022
1219,3/5/1998,24,2021,Yes,Travel_Rarely,Research & Development,Diploma,Life Sciences,Female,4,1,Laboratory Technician,2,No,3,1,1,1,Jakarta Pusat,Universitas Indonesia,4636000,One,0,Singgle,2022
1220,1/8/1989,33,2012,No,Travel_Frequently,Sales,Undergraduate,Medical,Female,2,2,Sales Executive,3,No,3,1,2,10,Jakarta Utara,Universitas Indonesia,8362400,One,1,Married,2022
1221,5/8/1986,36,2015,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,1,Laboratory Technician,3,No,3,3,3,7,Jakarta Barat,Universitas Negeri Malang,5485600,One,0,Singgle,2022
1224,10/6/1992,30,2012,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,2,Laboratory Technician,3,No,3,1,2,10,Jakarta Selatan,Institut Teknologi Bandung,6685600,One,1,Married,2022
1225,10/24/1978,44,2002,No,Travel_Rarely,Research & Development,Master,Other,Male,4,2,Research Scientist,4,No,4,2,3,20,Depok,Institut Teknologi Bandung,8365600,One,0,Singgle,2022
1226,5/2/2002,20,2020,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,3,1,Sales Representative,4,No,3,4,3,2,Bogor,Universitas Diponegoro,5384800,Booster,0,Singgle,2022
1228,12/13/1976,46,2016,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,4,2,Manufacturing Director,4,No,3,3,2,6,Jakarta Selatan,Universitas Negeri Semarang,12906400,One,1,Married,2022
1231,1/13/1980,42,2018,No,Non-Travel,Human Resources,Doctor,Medical,Male,4,2,Human Resources,1,No,3,1,4,4,Bekasi,Universitas Brawijaya,11135200,Two,2,Married,2022
1233,7/25/1962,60,2011,No,Travel_Rarely,Sales,Master,Marketing,Male,2,2,Sales Executive,4,Yes,3,2,3,11,Jakarta Selatan,Institut Teknologi Bandung,9452000,One,3,Divorced,2022
1234,6/10/1990,32,2020,No,Travel_Frequently,Research & Development,Undergraduate,Other,Female,3,1,Laboratory Technician,2,No,4,3,3,2,Jakarta Barat,Universitas Pendidikan Indonesia,5488800,One,1,Married,2022
1235,5/24/1990,32,2014,No,Travel_Frequently,Research & Development,Diploma,Life Sciences,Female,4,2,Research Scientist,3,Yes,3,4,3,8,Tangerang,Institut Pertanian Bogor,9096800,Booster,1,Married,2022
